STORE_NAME,STORE_ADDR_LINE_1,STORE_ADDR_CITY_NAME,STORE_ADDR_STATE_CODE,STORE_ADDR_POSTAL_CODE,STORE_PHONE_NBR,STORE_COUNTRY_CODE,LAT,LNG
B AND B AUTO AND FARM SUPPLY,264 W AUSTIN,GIDDINGS,TX,78942,9795423615,USA, ,
B AND B PERFORMANCE,28 PORTLAND STREET,FRYEBURG,ME,04037,2079351350,USA, ,
B AND C AUTO PARTS / BRANNON A.P,814 RIVER FALLS STREET,ANDALUSIA,AL,36420,3342228451,USA, ,
B AND D,205 S FRONT ST,HUMESTON,IA,50123,6418774971,USA, ,
B AND D AUTO PARTS,28 HAZEL STREET,BONNE TERRE,MO,63628,5733580538,USA, ,
B AND D AUTO PARTS,9914-B LEWIS DR,DAMASCUS,MD,20872,3012530066,USA, ,
B AND W AUTO PARTS,430 SOUTH BLVD,BREWTON,AL,36427,2518677726,USA, ,
B AND W AUTO SUPPLY,828 E GRAND RIVER,PORTLAND,MI,48875,5176474171,USA, ,
B AND Z AUTO PARTS,424 W MAIN STREET,RIPON,CA,95366,2095992185,USA, ,
B MAN SERVICES INC,913A WEST THIRD STREET,PEMBROKE,NC,28372,9105212827,USA, ,
BABBITT CARQUEST AUTO PARTS,3169 HWY 21,BABBITT,MN,55706,2188273730,USA, ,
"BACON'S EQUIPMENT, INC - AP DIV",29 GOSHEN ROAD,WILLIAMSBURG,MA,01096,4132683051,USA, ,
BALLARD PARTS SERVICE COMPANY,1188 JOHN C. CALHOUN DR.,ORANGEBURG,SC,29115,8035341151,USA, ,
BARBERO AUTO AND AG INC.,119 WEST WILSON,BROADUS,MT,59317,4064362373,USA, ,
BARONS AUTO PARTS INC.,2150 S. UNION AVENUE,BAKERSFIELD,CA,93307-4156,6618345155,USA, ,
BASIN AUTO SUPPLY,322 EAST MAIN STREET,VERNAL,UT,84078,4357893373,USA, ,
BASIN HARDWARE CARQUEST,441 CAMELIA,ROYAL CITY,WA,99357,5093462275,USA, ,
BAY AUTO PARTS,346 US 41 SOUTH,BARAGA,MI,49908,9063536685,USA, ,
BCS TRUCK & AUTO - CARQUEST,P.O. BOX 1858,JENA,LA,71342,3189922886,USA, ,
BEARDSLEE AUTOMOTIVE AND SPL,MAIL TO:120 LENA DRIVE,CRANE,TX,79731,4325582370,USA, ,
BEAU'S AUTO PARTS,85 N. MAIN STREET,BEAVER,UT,84713,4354382347,USA, ,
BELGRADE AUTO PARTS INC,109 W. MAIN,BELGRADE,MT,59714,4063887660,USA, ,
BELL AUTO SUPPLY,1407 E MAIN,OTTAWA,OH,45875,4195235698,USA, ,
BERGERONS AUTOMOTIVE PARTS INC,118 N HOLLYWOOD RD,HOUMA,LA,70364,9858760672,USA, ,
BERNIES PARTS PLACE,HWY 54 E MAIN STREET,FORDSVILLE,KY,42343,2702763611,USA, ,
BERRYVILLE AUTO PARTS,111 WEST MAIN STREET,BERRYVILLE,VA,22611,5409551292,USA, ,
BEST AUTO PARTS,1805 WATER ST,KERRVILLE,TX,78028,8302573544,USA, ,
BESTWAY AUTO SUPPLY,153 TALBOT STREET EAST,AYLMER,ON,N5H 1H3,5197652800,CAN, ,
BETHANY AUTO PARTS,13 ATLANTIC AVE,OCEAN VIEW,DE,19970,3025390555,USA, ,
BIG LAKE AUTO PARTS INC,211 SECOND STREET,BIG LAKE,TX,76932,3258842421,USA, ,
"BILLERICA AUTO PARTS, INC.",308 BOSTON ROAD,BILLERICA,MA,01862,9786676778,USA, ,
BINNEY AUTO PARTS,114 N MICHIGAN,BIG RAPIDS,MI,49307,2317967661,USA, ,
"BISHOPVILLE PARTS, INC.",P.O. BOX 228,BISHOPVILLE,SC,29010,8034845408,USA, ,
BLANKENSHIP AUTO PARTS,217 WEST CHURCH ST,LEXINGTON,TN,38351,7319688171,USA, ,
BLOOMFIELD AUTO PARTS LLC,204 E FRANKLIN,BLOOMFIELD,IA,52537,6416643991,USA, ,
BLUEBERRY HEEL INVESTMENTS LLC,1524 HOBBTON HIGHWAY,CLINTON,NC,28328,9105921444,USA, ,
BOBBYS AUTO PARTS,4767 S MAIN ST   PO BOX 326,SHALLOTTE,NC,28459,9107546619,USA, ,
BOBS AUTO AND TRACTOR,306A SPARROW ST,LAKE PROVIDENCE,LA,71254,3185592313,USA, ,
BOBS AUTO PARTS,1504 NORTH B STREET,ELWOOD,IN,46036,7655520821,USA, ,
BOBS AUTO PARTS,511 MILWAUKEE STREET,KEWAUNEE,WI,54216,9203883024,USA, ,
BOBS SERVICE CENTER,1070 NE 130 AVE,CLAFLIN,KS,67525,6205873326,USA, ,
BORDELEAU ET FRERE INC.,"1133, BOUL. MARCOTTE",ROBERVAL,QC,G8H 2B5,4182750554,CAN, ,
BOULDER CREEK AUTO PARTS,831-338-2147,BOULDER CREEK,CA,95006,8313382147,USA, ,
BOYNE CITY,1311 BOYNE AVENUE,BOYNE CITY,MI,49712,2315826583,USA, ,
BRACKETT AUTO PARTS,592 W. POINTE TREMBLE ROAD,ALGONAC,MI,48001,8107949357,USA, ,
BRADFORD AUTO PARTS,P.O.BOX 365,PINE HILL,AL,36769,3349634419,USA, ,
BREMEN CARQUEST AUTO PARTS,1231 WEST PLYMOUTH,BREMEN,IN,46506,5745465356,USA, ,
BRIDGER AUTO PARTS INC.,213 S. MAIN STREET,BRIDGER,MT,59014,4066623282,USA, ,
BRIDGERLAND CARQUEST,24 MEADOW STREET,URIE,WY,82939,3077862400,USA, ,
BRIGHTON AUTO & INDUSTRIAL SUPPL,140 PRINCE EDWARD ST,BRIGHTON,ON,K0K 1H0,6134753685,CAN, ,
"BRITTS AUTOMOTIVE, LLC",168 LAKE ROAD,MANSFIELD,LA,71052,3188725561,USA, ,
BRODHEADSVILLE AUTO PARTS,523 MARION LN,BRODHEADSVILLE,PA,18322,5709921188,USA, ,
BROOKINGS CARQUEST,820 22ND AVE S,BROOKINGS,SD,57006,6056926298,USA, ,
BROOKS AUTO SERVICE,1435 TATE ROAD,BOLIVAR,TN,38008,7316585138,USA, ,
BROOKS MOTOR CO,P.O. BOX 1079,STRATFORD,TX,79084,8063962631,USA, ,
BROWN MCMURTRY IMPLEMENT,303 LONE STAR,SILVERTON,TX,79257,(806) 823-2441,USA, ,
BROWN MOTOR PARTS INC,5285 RIVER ROAD WEST,GOOCHLAND,VA,23063,8044574495,USA, ,
BROWN'S POWER & EQUIPMENT INC,1400 NORTH US HIGHWAY 87,TULIA,TX,79088,8069954148,USA, ,
BROWN'S REPAIR & AUTO PARTS,2167 T AVE,CLARINDA,IA,51632,7125424692,USA, ,
BRUNTON MOTOR PARTS,510 BROAD ST,BELOIT,WI,53511,6083650104,USA, ,
BUCKEYE - BINGHAM CARQUEST,710 NORTH 195TH AVENUE,BUCKEYE,AZ,85326,6238531000,USA, ,
BUELLTON AUTO PARTS,613 AVENUE OF FLAGS,BUELLTON,CA,93427,8056883518,USA, ,
BULLOCK'S TIRE AND AUTO,2021 MEMORIAL HWY,SHAVERTOWN,PA,18708,5706752197,USA, ,
BUXTON'S CARQUEST OF HATTIESBURG,415 BROADWAY,HATTIESBURG,MS,39401,6015458181,USA, ,
"BUY RIGHT, INC",4747 HWY 31,RACINE,WI,53405,2626811900,USA, ,
BWK AUTO PARTS LLC,410 SOUTH 4TH ST / PO BOX 602,MORTON,MS,39117,6017326313,USA, ,
BY PASS AUTO PARTS,92 HWY 64 WEST,HAYESVILLE,NC,28904,8283896318,USA, ,
BY PASS AUTOMOTIVE,HWY 25 70,MARSHALL,NC,28753,8286492540,USA, ,
C & B PARTS SUPPLY,1031 N POPLAR,CENTRALIA,IL,62801,6185334181,USA, ,
C & C AUTO PARTS,P.O. BOX 70,STEELVILLE,MO,65565,5737752361,USA, ,
C & J AUTO AND MACHINE INC,123 MAIN ST - PO BOX 28,LOYAL,WI,54446,7152558543,USA, ,
C AND C AUTO PARTS,7606 FLORISSANT ROAD,NORMANDY,MO,63121,3143814700,USA, ,
C AND M AUTO EAST TROY,2533 MAIN STREET,EAST TROY,WI,53120,2626427949,USA, ,
C AND M AUTO MUKWONAGO,945 MAIN STREET,MUKWONAGO,WI,53149,2623634057,USA, ,
C AND S INCORPORATED,300 W 1ST,PORTALES,NM,88130,5753591295,USA, ,
C AND S MOTOR PARTS INC,908 S MAIN,LOVINGTON,NM,88260,5753962808,USA, ,
C AND T AUTO,PO BOX 1090,IRAAN,TX,79744-1090,4326392189,USA, ,
C. P. PHELPS INC-TULARE,1010 S BLACKSTONE,TULARE,CA,93274,5596861591,USA, ,
CAMPBELL AUTO SUPPLY LLC,215 NORTH LAKE AVENUE,CRANDON,WI,54520,7154783301,USA, ,
CANTON AUTO SUPPLY INC.,301 TROY STREET,CANTON,PA,17724,5706738538,USA, ,
CAP ACCOUNT AT BAK DC,,,XX,,,USA, ,
"CAPS AUTO, TRUCK & AG.",787 12TH STREET NORTH,VALE,OR,97918,5414732119,USA, ,
CAR PARTS AND EQUIPMENT,2826 BROADWAY,GALVESTON,TX,77550,4097634382,USA, ,
CAR PARTS CENTER BAY ST LOUIS,1111 HWY 90,BAY ST LOUIS,MS,39520,2284676502,USA, ,
CARAVAN AUTO PARTS & REPAIR SHOP,1404 PINE PEACE,ST JOHN,VI,00830,3407794800,VI , ,
CARLINVILLE CARQUEST,270 NORTH BROAD STREET,CARLINVILLE,IL,62626,2176549661,USA, ,
CARLS AUTO PARTS,30 RIVER ROAD,LINCOLN,ME,04457,2077946778,USA, ,
CARLSON AUTO BODY & REPAIR LLC,540 HIGH STREET,ROCKWELL CITY,IA,50579,7122975517,USA, ,
CARQUEST,11188A MAPLE RIDGE RD,MEDINA,NY,14103,5857989740,USA, ,
CARQUEST,11948 ON41,NORTHBROOK,ON,K0H 2G0,6133362923,CAN, ,
CARQUEST,1011 WEST 7TH ST,CLOVIS,NM,88101,5757692193,USA, ,
CARQUEST,1607 DU PONT SUD,ALMA,QC,G8B 6N3,4186691994,CAN, ,
CARQUEST,100 CHARLES STREET WEST,ARTHUR,ON,N0G 1A0,5198482531,CAN, ,
CARQUEST,655 CALIFORNIA AVE SUITE A,WAHIAWA,HI,96786,8086222678,USA, ,
CARQUEST,60 POHAKU STREET,HILO,HI,96720,8087478262,USA, ,
CARQUEST,45-618 KAM HIGHWAY,KANEOHE,HI,96744,8082359600,USA, ,
CARQUEST,74-5583 LUHIA STREET,KAILUA-KONA,HI,96740,8083295008,USA, ,
CARQUEST,1901 SOUTH KINGS STREET,HONOLULU,HI,96826,8089414100,USA, ,
CARQUEST,1914 REPUBLICAN STREET STE. A,HONOLULU,HI,96819,8088395220,USA, ,
CARQUEST,212 S MAIN STREET,AURORA,MN,55705,2182292144,USA, ,
CARQUEST,25 PLANCHET RD UNIT 7,CONCORD,ON,L4K 2C5,9056694040,CAN, ,
CARQUEST,403 S LAUREL STREET,SPRINGFIELD,GA,31329,9127546431,USA, ,
CARQUEST,801 8TH ST NORTH,NORTHWOOD,IA,50459,6413242112,USA, ,
CARQUEST,305 SW FIRST ST,MADISON,SD,57042,6052563592,USA, ,
CARQUEST,309 FAXON RD NORTH,NORWOOD,MN,55368,9524672500,USA, ,
CARQUEST,2618 PAUL BUNYAN DRIVE NW,BEMIDJI,MN,56601,2187513838,USA, ,
CARQUEST,805 13TH AVE SE,DYERSVILLE,IA,52040,5638758905,USA, ,
CARQUEST,107 E. STUART DRIVE,GALAX,VA,24333,2762368420,USA, ,
CARQUEST,424 WESTERN AVENUE,AUGUSTA,ME,04330,2076234771,USA, ,
CARQUEST,105 HIGH STREET,BELFAST,ME,04915,2073381880,USA, ,
CARQUEST,128 B NORTH MARINE CORPS DR,TAMUNING,GU,96913,6716494283,GU , ,
CARQUEST,50 PARK ST,ROCKLAND,ME,04841,2075948493,USA, ,
CARQUEST,4 STRAWBERRY LANE,ROCKPORT,ME,04856,2072368584,USA, ,
CARQUEST,4070 US HWY 378 WEST,MCCORMICK,SC,29835,8648522639,USA, ,
CARQUEST,645 BRIDGE STREET,BATHURST,NB,E2A 1W9,5065482020,CAN, ,
CARQUEST,426 MARA ROAD,BEAVERTON PO BOX 799,ON,L0K 1A0,7054267326,CAN, ,
CARQUEST,714 RUE DE MARTIGNY OUEST,ST JEROME,QC,J5L 1Z6,4504319999,CAN, ,
CARQUEST,764 RUE PRINCIPALE,BERESFORD,NB,E8K 2E7,5065429090,CAN, ,
CARQUEST,1710 OAK ST,BLOOMER,WI,54724,7155681330,USA, ,
CARQUEST,6209 STATE RT 20,BOUCKVILLE,NY,13310,3158937465,USA, ,
CARQUEST,37 SIMCOE STREET,COLLINGWOOD,ON,L9Y 1H5,7054453550,CAN, ,
CARQUEST,848A UNION STREET SOUTH,CONCORD,NC,28025,7047869144,USA, ,
CARQUEST,4 ERINVILLE DRIVE,ERIN,ON,N0B 1T0,5198339785,CAN, ,
CARQUEST,390 BEATTY LINE,FERGUS,ON,N1M 3R7,5198431620,CAN, ,
CARQUEST,412 EAST MAIN STREET,BATAVIA,NY,14020,5853437777,USA, ,
CARQUEST,420 NE 4TH STREET,GRAND RAPIDS,MN,55744,2183263451,USA, ,
CARQUEST,595 10TH STREET,HANOVER,ON,N4N 1R8,5193644980,CAN, ,
CARQUEST,727 13TH ST NORTH,HUMBOLDT,IA,50548,(515) 332-5333,USA, ,
CARQUEST,4825 RHODE ISLAND AVE,HYATTSVILLE,MD,20781,3017790770,USA, ,
CARQUEST,4488 RUE LAVAL,LAC MEGANTIC,QC,G6B 1C3,8195833450,CAN, ,
CARQUEST,403 MAIN STREET,LEWISPORTE,NL,A0G 3A0,7095350005,CAN, ,
CARQUEST,33 CAVAN STREET EAST,MARKDALE,ON,N0C 1H0,5199862613,CAN, ,
CARQUEST,317 MAIN STREET BOX 1160,MATTAWA,ON,P0H1V0,7057445546,CAN, ,
CARQUEST,2415 MAIN ST,MILES CITY,MT,59301,4062321910,USA, ,
CARQUEST,206020 HIGHWAY 26 - R.R. # 3,MEAFORD,ON,N4L 0A7,5195382311,CAN, ,
CARQUEST,1010 NORTH MAIN ST,MITCHELL,SD,57301,6059967556,USA, ,
CARQUEST,126 CARATOKE HWY,MOYOCK,NC,27958,2524352348,USA, ,
CARQUEST,17260 HWY 23 NE,NEW LONDON,MN,56273,3203542034,USA, ,
CARQUEST,1321 BOUL. LOUIS-FRECHETTE,NICOLET,QC,J3T 1Y9,8192934622,CAN, ,
CARQUEST,256 N. MAIN ST.,SPARTA,NC,28675,3363725545,USA, ,
CARQUEST,2694 ROUTE 764,DUNCANSVILLE,PA,16635,8146953058,USA, ,
CARQUEST,900 S COUNCIL ST.,ATTICA,IN,47918,7657626701,USA, ,
CARQUEST,808 MAIN STREET,BANDERA,TX,78003,8307963736,USA, ,
CARQUEST,612 DECATUR ST,BARRY,IL,62312,2173352365,USA, ,
CARQUEST,703 12TH STREET,BELLE PLAINE,IA,52208,3194442747,USA, ,
CARQUEST,PO BOX 219,BIG BEAR CITY,CA,92314-0219,9095842442,USA, ,
CARQUEST,706-835-1278,BLAIRSVILLE,GA,30512,7068351278,USA, ,
CARQUEST,104 WOODGATE DRIVE,BOONVILLE,NY,13309,3159424384,USA, ,
CARQUEST,823 BUSINESS HIGHWAY 61 NORTH,BOWLING GREEN,MO,63334,5733243344,USA, ,
CARQUEST,4630 LAKE ROAD SOUTH,BROCKPORT,NY,14420,5856373322,USA, ,
CARQUEST,"2051 S ""E"" ST.",BROKEN BOW,NE,68822,3088722473,USA, ,
CARQUEST,518 OVERLAND AVE,BURLEY,ID,83318,2086788305,USA, ,
CARQUEST,4 NORTH ORANGE STREET,BUTLER,MO,64730,6606793557,USA, ,
CARQUEST,1010 OLD EXETER RD,CASSVILLE,MO,65625,4178472611,USA, ,
CARQUEST,P.O. BOX 7,CENTERVILLE,IA,52544-0007,6418563275,USA, ,
CARQUEST,1516 S BRIDGE STREET,CHARLEVOIX,MI,49720,2315477069,USA, ,
CARQUEST,405 N. MAIN ST,CHELSEA,MI,48118,7344753741,USA, ,
CARQUEST,187 COLUMBIA ST,CHESTER,SC,29706,8033774191,USA, ,
CARQUEST,1930 WEST VALLEY BLVD.,COLTON,CA,92324,8446007278,USA, ,
CARQUEST,1905 N. PROVIDENCE ROAD,COLUMBIA,MO,65202,5734438765,USA, ,
CARQUEST,524 LUMBERTON ROAD,COLUMBIA,MS,39429,6017366301,USA, ,
CARQUEST,321 HWY 29 NORTH,DANIELSVILLE,GA,30633,7067953510,USA, ,
CARQUEST,131 DOYLE STREET,DOYLESTOWN,PA,18901,2153480202,USA, ,
CARQUEST,901 MERRITT BLVD.,BALTIMORE,MD,21222,(410) 488-1900,USA, ,
CARQUEST,129 PARK ROAD,ELMSDALE,NS,B2S 2L3,9028834970,CAN, ,
CARQUEST,1401 DENIM DRIVE,ERWIN,NC,28339,9108927480,USA, ,
CARQUEST,725 LINCOLN,FENNIMORE,WI,53809,6088223773,USA, ,
CARQUEST,615 N MAIN,FILLMORE,UT,84631,4357437278,USA, ,
CARQUEST,1200 FLORIDA AVENUE,WASHINGTON,DC,20002,2028825800,USA, ,
CARQUEST,111 OAK STREET,FREDERIC,WI,54837,7153278575,USA, ,
CARQUEST,616 FIRST STREET,GLASGOW,MO,65254,6603382050,USA, ,
CARQUEST,614 S COLUMBUS,GOLDENDALE,WA,98620,5097733793,USA, ,
CARQUEST,62487 US 40 / BOX107,GRANBY,CO,80446,9708872111,USA, ,
CARQUEST,369 FEDERAL ST,GREENFIELD,MA,01301,4137733667,USA, ,
CARQUEST,1624 CALHOUN ROAD,GREENWOOD,SC,29649,8643965368,USA, ,
CARQUEST,208 EAST MAIN STREET,HAZARD,KY,41701,6064363141,USA, ,
CARQUEST,238 NORTH MAIN STREET,HIAWASSEE,GA,30546,7068960598,USA, ,
CARQUEST,201 E HOPI,HOLBROOK,AZ,86025,9285246868,USA, ,
CARQUEST,610 RILEY,HOLLAND,MI,49424,6163993021,USA, ,
CARQUEST,1614 MAIN ST,JUNCTION,TX,76849,3254462162,USA, ,
CARQUEST,246 EAST MAIN ST,KINGSTREE,SC,29556,8433556171,USA, ,
CARQUEST,100 RON MCNAIR,LAKE CITY,SC,29560,8433742071,USA, ,
CARQUEST,5131 LAKE ISABELLA BLVD,LAKE ISABELLA,CA,93240,7603792130,USA, ,
CARQUEST,1373 RESMONDO DRIVE,LAKE WALES,FL,33853,8636761800,USA, ,
CARQUEST,554 WEST FAIR AVENUE,LANCASTER,OH,43130,7406870846,USA, ,
CARQUEST,101 9TH AVENUE EAST,LANGDON,ND,58249,7012562158,USA, ,
CARQUEST,250 N WOODBOURNE RD,LANGHORNE,PA,19047,,USA, ,
CARQUEST,481 W WALNUT STREET,LEBANON,KY,40033,2706922186,USA, ,
CARQUEST,904 CALIFORNIA AVENUE,LIBBY,MT,59923,4062936226,USA, ,
CARQUEST,317 NOVAK RD,LISBON,IA,52253,3194552320,USA, ,
CARQUEST,600 KELLY LANE,LOUISIANA,MO,63353,5737545501,USA, ,
CARQUEST,2013 N. MISSOURI ST,MACON,MO,63552,6603852323,USA, ,
CARQUEST,810 YOSEMITE AVENUE,MANTECA,CA,95336,2098250500,USA, ,
CARQUEST,394 WESTERN AVE,MARENGO,IA,52301,3196423775,USA, ,
CARQUEST,1354 EDWIN MILLER BLVD,MARTINSBURG,WV,25404,3042672979,USA, ,
CARQUEST,2631 PENNSYLVANIA AVE.,BALTIMORE,MD,21217,4106690800,USA, ,
CARQUEST,9570 BERGER RD,COLUMBIA,MD,21046,4103129090,USA, ,
CARQUEST,901 MERRITT BLVD,DUNDALK,MD,21222,4104881900,USA, ,
CARQUEST,"550 N. CRAIN HWY, SUITE 22",GLEN BURNIE,MD,21061,4107601289,USA, ,
CARQUEST,301 WEST STATE ST,MAUSTON,WI,53948,6088477294,USA, ,
CARQUEST,P O BOX 590,MCCOOK,NE,69001,3083456535,USA, ,
CARQUEST,1607 V. STREET,MERCED,CA,95340,2097238842,USA, ,
CARQUEST,1209 EAST MAIN STREET,MERRILL,WI,54452,7155362424,USA, ,
CARQUEST,415 WEST JACKSON STREET,MEXICO,MO,65265,5735811889,USA, ,
CARQUEST,8502 STATE STREET,MILLINGTON,MI,48746,9898712090,USA, ,
CARQUEST,P.O. BOX 631,MINDEN,ON,K0M 2K0,7052861011,CAN, ,
CARQUEST,327 EAST FIRST,MONTICELLO,IA,52310,3194655968,USA, ,
CARQUEST,1400 AIRBASE ROAD,MOUNTAIN HOME,ID,83647,2085877582,USA, ,
CARQUEST,401 EAST PEARSON AVENUE,NASHWAUK,MN,55769,2188852770,USA, ,
CARQUEST,1170 E HWY 275,NELIGH,NE,68756,4028875432,USA, ,
CARQUEST,2 NORTH LINN,NEW HAMPTON,IA,50659,6413942114,USA, ,
CARQUEST,807 1ST STREET SE,NEW PRAGUE,MN,56071,9527585844,USA, ,
CARQUEST,413 N. CHESTER AVENUE,BAKERSFIELD,CA,93308,6613995506,USA, ,
CARQUEST,1578 E STATE ROAD,OLEAN,NY,14760,7163728790,USA, ,
CARQUEST,117 EAST MCLANE,OSCEOLA,IA,50213,6413426086,USA, ,
CARQUEST,524 SAN JUAN STREET,PAGOSA SPRINGS,CO,81147,9702644127,USA, ,
CARQUEST,167 HIBBARD STREET,PIKEVILLE,KY,41501,6064374081,USA, ,
CARQUEST,568 E WHT MTN BLVD,PINETOP,AZ,85935,9283674164,USA, ,
CARQUEST,1984 E MAIN ST,REEDSBURG,WI,53959,6085248249,USA, ,
CARQUEST,421 HWY 82 WEST,REFORM,AL,35481,2053758203,USA, ,
CARQUEST,1817 W. CAMERON,ROCKDALE,TX,76567,5124465471,USA, ,
CARQUEST,614 S HWY 35,ROCKPORT,TX,78382,3617297333,USA, ,
CARQUEST,406 N. ANN ARBOR,SALINE,MI,48176,7344292507,USA, ,
CARQUEST,1100 SHOUP ST,SALMON,ID,83467,2087562282,USA, ,
CARQUEST,630 E. MOUNTAIN PARKWAY RD.,SALYERSVILLE,KY,41465,6063496141,USA, ,
CARQUEST,2184 N. REDWOOD ROAD,SARATOGA SPRINGS,UT,84045,8017539811,USA, ,
CARQUEST,26779 US HWY 380 EAST,AUBREY,TX,76227,4697150029,USA, ,
CARQUEST,PO BOX 1935,SHARPSBURG,NC,27878,2529721992,USA, ,
CARQUEST,1A MAIN ST.,SHELBURNE FALLS,MA,01370,4136259702,USA, ,
CARQUEST,1233 WEST MAIN ST.,SHERIDAN,OR,97378,5038434486,USA, ,
CARQUEST,2202 NC HIGHWAY 172,SNEADS FERRY,NC,28460,9103274261,USA, ,
CARQUEST,947 SOUTH HWY 27,SOMERSET,KY,42503,6066794347,USA, ,
CARQUEST,93 N. MAIN ST.,SOUTH DEERFIELD,MA,01373,4136652622,USA, ,
CARQUEST,820 MAIN STREET,SPEARFISH,SD,57783,6056425717,USA, ,
CARQUEST,605 E MAIN ST,SPINDALE,NC,28160,8282864178,USA, ,
CARQUEST,309 EAST MAIN STREET,SPRINGERVILLE,AZ,85938,9283333999,USA, ,
CARQUEST,2625 SOUTH MACARTHUR BLVD,SPRINGFIELD,IL,62704,2175461410,USA, ,
CARQUEST,722 W. BERTRAND,ST. MARYS,KS,66536,7854373754,USA, ,
CARQUEST,1175 W. CLEVELAND,ST. JOHNS,AZ,85936,9283373999,USA, ,
CARQUEST,PO BOX 1283,STANLEY,ND,58784,7016283301,USA, ,
CARQUEST,151 ROUTE 170,DUFFERIN,NB,E3L 3X5,5064663984,CAN, ,
CARQUEST,122 MAIN STREET,TAYLOR,AZ,85939,9285364378,USA, ,
CARQUEST,1847 RIVERSIDE DRIVE,TIMMINS,ON,P4R 0A5,7052646211,CAN, ,
CARQUEST,PO BOX 445 TOANO VA,TOANO,VA,23168,7575661998,USA, ,
CARQUEST,100 E HWY 30,TOLEDO,IA,52342,6414844341,USA, ,
CARQUEST,729 N. 22ND STREET,UNIONVILLE,MO,63565,6609472463,USA, ,
CARQUEST,1453 OLD POST RD,VALATIE,NY,12184,5187581955,USA, ,
CARQUEST,64-5192 KINOHOU STREET,KAMUELA,HI,96743,8088850588,USA, ,
CARQUEST,611 LINCOLN,WAMEGO,KS,66547,7854569211,USA, ,
CARQUEST,4900 GEORGIA AVE NW,WASHINGTON,DC,20011,2028822001,USA, ,
CARQUEST,100 BOLIVAR ROAD,WELLSVILLE,NY,14895,5855931820,USA, ,
CARQUEST,695 GARDNER DRIVE,WEST LIBERTY,KY,41472,6067433310,USA, ,
CARQUEST,1718 S MADISON ST,WHITEVILLE,NC,28472,9106422161,USA, ,
CARQUEST,197 WEST ATHENS STREET,WINDER,GA,30680,7708674586,USA, ,
CARQUEST,8450-A W. WINDSOR BLVD.,WINDSOR,VA,23487,7572424600,USA, ,
CARQUEST,1016 N 10TH ST,WINTERSET,IA,50273,5154623143,USA, ,
CARQUEST,547 US HWY 12,ORTONVILLE,MN,56278,3208392437,USA, ,
CARQUEST,114 EAST ROSE STREET,OWATONNA,MN,55060,5074510044,USA, ,
CARQUEST,124 NORTH CENTER STREET,PERRY,NY,14530,5852372128,USA, ,
CARQUEST,717 GODERICH ST,PORT ELGIN,ON,N0H 2C0,5198322063,CAN, ,
CARQUEST,181 SOUTH SERVICE ROAD,GRIMSBY,ON,L3M 4H6,9053099033,CAN, ,
CARQUEST,925 BOULEVARD STE-FOY,LONGUEUIL,QC,J4K 1V8,4506709550,CAN, ,
CARQUEST,"710, AVENUE LALIBERTE",ROUYN-NORANDA,QC,J9X 3Y3,8197972222,CAN, ,
CARQUEST,86 RUE CANADA,ST QUENTIN,NB,E8A 1G2,5062352884,CAN, ,
CARQUEST,52 RUE PRINCIPALE,ST-ANDRE AVELLIN,QC,J0V 1W0,8199832131,CAN, ,
CARQUEST,7439 HWY 26 W,STAYNER,ON,L0M 1S0,7054283044,CAN, ,
CARQUEST,17371 - 17381 RUE DE LA PAIX,MIRABEL,QC,J7J 1B3,4504204407,CAN, ,
CARQUEST,,,XX,,(919) 573-3343,USA, ,
CARQUEST,6 ELGIN STREET SOUTH,THORNBURY,ON,N0H 2P0,5195992010,CAN, ,
CARQUEST,415 RUE DUMOULIN,TRACADIE-SHEILA,NB,E1X 1A4,5063952201,CAN, ,
CARQUEST,450 W. MAIN STREET,TRINIDAD,CO,81082,7198463343,USA, ,
CARQUEST,10334 GENERAL MAHONE HWY,WAKEFIELD,VA,23888,7578992020,USA, ,
CARQUEST,8 DURHAM ST. W,WALKERTON,ON,N0G 2V0,5198810817,CAN, ,
CARQUEST,201 FRANKLIN ST,WATKINS GLEN,NY,14891,6075352774,USA, ,
CARQUEST,805 WEST MAIN,WAUKON,IA,52172,5635683481,USA, ,
CARQUEST,7265 POCAHONTAS TRAIL,WILLIAMSBURG,VA,23185,7572294401,USA, ,
CARQUEST,3885 HYW 13,WISHEK,ND,58495,7014524200,USA, ,
CARQUEST,810 S. MAIN,YUMA,CO,80759-0263,9708485436,USA, ,
CARQUEST,P.O. BOX 199 2420 STATE ROAD 5,QUESTA,NM,87556,5755860419,USA, ,
CARROLL OLSON ENTERPRISES,115 EAST STATE ST,ATKINSON,NE,68713,4029252993,USA, ,
CARTHAGE AUTO PARTS,301 HWY 16 EAST,CARTHAGE,MS,39051,6012674576,USA, ,
CARTHAGE AUTO PARTS,319 BUCHANAN ST,CARTHAGE,IL,62321,2173572141,USA, ,
CARX PERFORMANCE INC.,162 S W PINEMOUNT RD,LAKE CITY,FL,32024,3867199901,USA, ,
CASA GRANDE - BINGHAM CARQUEST,815 GILA BEND HIGHWAY,CASA GRANDE,AZ,85222,5203169000,USA, ,
CASCO AUTO PARTS #2,14042 OLD US HWY 59,SPLENDORA,TX,77372,2813991215,USA, ,
CASH AUTO SUPPLY,24524 HWY 190 / P.O.BOX 181,KROTZ SPRINGS,LA,70750,3375663712,USA, ,
